dni,nombre,apellido,fecha_nacimiento,sexo,correo,telefono,tipo_seguro,fecha_registro
48403632,Sonya,Payne,1979-08-10,M,amanda89@example.com,903557692,Privado,2024-10-10
17324390,John,Harvey,1948-07-24,M,carol59@example.org,937996847,Ninguno,2024-06-07
87214865,Kelly,Reynolds,1985-01-28,F,perrylisa@example.net,934540820,Essalud,2024-08-07
17113903,David,Murray,1989-10-29,F,joeanderson@example.com,918389638,Privado,2025-06-05
98344058,Matthew,Higgins,1961-08-18,F,dave91@example.net,938006530,Privado,2022-11-08
12964212,Anthony,Miller,1980-11-18,F,meyerjustin@example.com,924137198,Ninguno,2022-04-29
77288759,Amy,Johnston,1970-06-19,F,ericsnyder@example.net,937785981,Privado,2024-06-23
41745912,Shannon,Mccarthy,1986-03-23,M,henrykathryn@example.com,966661200,Essalud,2020-12-19
84943539,Jesus,Orozco,1965-04-23,F,danielcowan@example.com,954322713,Privado,2021-05-09
68830225,Rebecca,Miller,1943-07-12,M,ethan45@example.com,911661577,Ninguno,2024-10-20
71546274,Julie,Aguirre,1973-03-19,M,laurawalton@example.net,982783775,Ninguno,2020-05-21
56864683,Mary,Peterson,1968-01-14,M,dennismatthews@example.net,983960093,Essalud,2022-09-10
73475207,Jessica,Barrera,1969-04-24,M,amberhogan@example.net,924052058,Privado,2024-01-29
52517990,Katrina,Kelly,1995-07-25,F,xhenderson@example.net,925990502,Ninguno,2021-06-26
63063638,Leslie,Coleman,1987-06-15,F,qbrooks@example.org,923034999,Essalud,2025-04-17
91779970,Jacqueline,Sanders,1966-12-04,F,silvagina@example.org,912933342,Essalud,2022-01-17
79279167,Antonio,Patterson,1968-04-27,F,williamslatoya@example.net,952727516,SIS,2023-03-30
87445648,Cody,Morgan,1986-10-20,F,tgonzalez@example.com,906723323,Essalud,2024-10-02
27385318,Joyce,Roman,1951-05-30,M,ekline@example.org,943743548,SIS,2023-01-05
58612962,Cory,Rogers,1958-05-14,F,kgriffin@example.org,949089655,SIS,2021-03-13
37879222,Heidi,Smith,2001-07-25,M,jeanneluna@example.com,944124691,Essalud,2024-05-28
27265774,Victoria,Hunter,1995-03-31,M,gary68@example.com,990661823,Essalud,2021-04-08
28330022,Renee,Long,1996-10-30,M,thomaswong@example.org,990214550,Privado,2022-01-29
75042141,Kristen,Gomez,2003-01-23,F,antoniocampbell@example.com,974649159,Essalud,2020-09-29
88970638,Benjamin,Rangel,1940-05-08,F,oyu@example.com,901148452,Essalud,2024-03-02
16285953,Ronald,Contreras,1953-01-29,F,cheryl59@example.net,993842321,Privado,2025-05-07
29405352,Gabrielle,Warren,1950-12-31,F,zimmermanlaurie@example.com,986579487,Ninguno,2020-09-26
87327127,Alicia,Fitzgerald,1960-01-28,M,awilliams@example.org,963161370,Privado,2024-07-14
18509373,Zachary,Foster,2002-05-20,M,garciajohn@example.com,970044949,SIS,2022-10-05
15664427,Russell,Mullins,1982-03-23,M,john66@example.org,992993094,Essalud,2022-07-24
92703682,Steven,Young,1952-09-01,M,halladam@example.com,903106430,Privado,2025-03-05
47780779,Jonathan,Smith,1980-03-28,F,adamwarner@example.org,930486980,Essalud,2021-12-22
60173098,Richard,Bell,1944-08-15,F,larsensteven@example.org,939160718,Ninguno,2022-09-01
40754379,Kimberly,Gill,1977-08-08,M,xfreeman@example.org,927458725,Privado,2021-06-18
30990115,David,Johnson,1944-11-09,M,elizabethcarr@example.net,943290967,Privado,2024-09-12
52248545,Jennifer,Gomez,1987-03-09,F,daniel42@example.org,985685728,Ninguno,2021-01-22
64471566,Christine,Graves,1991-08-16,F,jeromeshields@example.org,954769993,SIS,2024-05-18
17949205,Michael,Stewart,1949-04-01,F,jonesjimmy@example.org,912476148,Privado,2024-12-07
91075350,Andrew,Parker,1964-03-17,F,robinsonjennifer@example.org,905662935,SIS,2020-08-13
64044819,Elaine,Beck,1943-01-14,F,alexanderjones@example.org,901825967,Essalud,2023-02-28
87425375,Kimberly,King,1960-06-08,F,michael59@example.net,934983592,Essalud,2021-10-02
80299428,David,Barnett,1993-07-08,F,smithamanda@example.org,959334940,Ninguno,2023-08-12
76175402,Tyler,Pena,1994-09-18,F,penakatrina@example.net,918839404,Essalud,2024-02-07
89838800,Ryan,White,1988-01-30,M,canderson@example.org,904218182,Privado,2023-01-06
69856502,Miguel,Marquez,2001-06-16,F,michelle78@example.org,991183860,Privado,2024-02-20
35900145,Hayden,Taylor,1992-09-22,F,sgray@example.com,923431381,Ninguno,2024-02-08
90561682,Lisa,Ross,1943-07-12,F,christian61@example.net,992085783,Essalud,2020-04-04
90058036,Amanda,Knight,1994-03-01,F,tuckerkelly@example.com,965277472,Essalud,2022-01-20
45307875,Theresa,Barnett,1980-08-16,F,brittany65@example.net,919012496,Privado,2025-02-15
40494450,Anna,Weaver,1968-10-14,F,miguel52@example.com,916113569,SIS,2023-10-07
89370729,Jillian,Henry,1965-07-19,M,todd25@example.net,903347757,Ninguno,2020-04-23
46664820,Brenda,French,1953-10-30,F,osuarez@example.net,989647792,SIS,2022-04-26
95219239,Jennifer,Young,1969-04-15,M,aliciabennett@example.net,914849121,Privado,2023-12-25
18439181,Rebecca,Moore,1963-08-01,M,mmayo@example.com,963139855,Essalud,2024-11-25
43282384,Kelsey,Lozano,1947-08-27,M,robert91@example.com,901822646,Essalud,2020-09-19
10361331,Ann,Perez,1973-12-29,F,mrodriguez@example.org,957230345,Ninguno,2024-03-10
10678239,Brenda,Andrews,1977-11-22,M,martha89@example.net,989773386,SIS,2025-03-16
76108001,Jessica,Miller,1970-02-06,M,laurasanchez@example.net,963915645,Ninguno,2021-06-21
49662751,Nicholas,Rose,1991-10-27,M,courtneygreen@example.com,967610846,Privado,2022-08-07
56197955,Michael,Montgomery,1966-08-07,F,bradshawmichelle@example.org,979143937,Ninguno,2021-07-06
41522809,Steven,Bass,1957-06-13,F,brycerice@example.net,963736152,Ninguno,2020-01-28
62261502,Katie,Herrera,1997-05-21,M,robertcook@example.com,914102835,Ninguno,2021-10-30
71514007,Dan,Smith,1957-10-08,F,rrodriguez@example.net,976922528,Ninguno,2021-07-12
79173690,Timothy,Yu,1959-12-18,M,jacobsonchris@example.com,903660010,Essalud,2022-01-06
69572869,Angela,Strong,1985-07-23,F,nroberts@example.com,952252779,Essalud,2021-10-06
72061460,Tonya,Johnson,2000-05-22,F,fnorman@example.org,950585434,Essalud,2024-08-02
45769524,Jacob,Foster,1955-04-24,F,vgates@example.com,986653466,Essalud,2020-02-18
32640834,David,Craig,1954-10-18,M,jenniferholloway@example.com,960923244,SIS,2023-12-22
74587492,Raymond,Jones,1961-10-16,M,harperrobert@example.com,952963532,Essalud,2020-01-02
24155370,Dawn,Jackson,1957-04-27,F,hartmanelizabeth@example.com,928216013,SIS,2022-03-19
21264537,Justin,Evans,1952-02-24,F,awilkinson@example.com,944516994,Essalud,2020-11-22
10777429,Kathleen,Smith,1962-05-21,F,enelson@example.org,997125402,Privado,2024-03-27
64404407,Justin,Cooley,1942-01-13,F,bking@example.net,968022320,Ninguno,2020-06-23
89119277,Sarah,Chen,1977-12-26,F,hernandeztracy@example.net,923791201,Privado,2022-05-29
40025574,Shelby,Randall,2000-03-05,F,bespinoza@example.org,990387410,Essalud,2024-06-05
80175568,Mary,Coleman,1965-06-27,M,jessica97@example.com,931972441,Privado,2024-07-20
95954259,Melissa,Frank,1953-01-27,F,bflores@example.org,963199159,Ninguno,2021-01-26
62723505,Robert,Moon,2001-09-15,F,wramirez@example.com,908638324,Ninguno,2021-07-31
44270630,Mark,Mckinney,1945-09-22,M,phillip89@example.net,966982209,Privado,2020-02-18
75883918,Virginia,West,1948-06-10,F,elizabethconley@example.net,958796850,Essalud,2022-10-11
30180718,Ruben,Miller,1975-02-22,F,jessica07@example.org,956258106,Essalud,2022-08-05
32630710,Juan,Ruiz,1996-10-10,F,holmeskathy@example.net,957193938,Essalud,2024-09-06
93306506,Dana,Benitez,1995-09-21,F,marqueztrevor@example.org,958153771,Essalud,2021-07-10
88515177,Patrick,Daniels,1995-06-25,M,rwerner@example.com,919507350,SIS,2024-04-25
26115525,Brenda,Osborne,1969-07-15,M,jdurham@example.org,962511139,Essalud,2021-09-13
24642912,William,Malone,1996-04-24,M,megan61@example.com,985363292,Essalud,2020-02-08
13871196,Jason,Guerrero,2001-02-16,M,andrew22@example.org,907532390,Privado,2023-05-24
92749938,Dean,Wyatt,1954-03-15,M,joy73@example.org,902667240,Ninguno,2021-10-23
91168537,Amber,Williams,1946-06-03,F,woodrenee@example.org,983417191,Ninguno,2022-03-22
86277472,Carl,Perez,1981-07-27,M,hlucas@example.com,941988622,SIS,2024-04-06
42827584,Abigail,Evans,1966-07-27,F,sheilacooper@example.com,911686609,Ninguno,2020-11-09
44029387,Kathy,Stevens,2003-05-24,M,qhernandez@example.com,934318465,Privado,2020-06-13
79011617,Kelly,Simpson,1957-07-27,M,mariagomez@example.org,906542255,SIS,2024-12-03
19623625,Brandi,Phelps,1957-05-21,M,sfuller@example.org,996731557,Ninguno,2021-11-10
77249193,Chelsea,Ramos,1956-01-14,M,bishoproger@example.net,979722485,Essalud,2025-05-21
19859642,Karen,Hampton,1961-11-15,M,qanderson@example.com,930430842,Privado,2024-03-08
29567894,Michael,Thomas,1960-06-09,F,michealwalter@example.org,957336715,SIS,2023-03-18
80237654,Emily,Austin,1988-08-04,F,linpamela@example.net,966856576,Privado,2023-05-26
61542691,Robert,Carlson,1973-06-09,F,xshepherd@example.net,971053983,Ninguno,2024-04-27
11731906,Brittney,Stephens,1984-07-12,M,chad37@example.org,995086791,SIS,2020-03-29
50824883,Robert,Hutchinson,1992-05-22,M,isullivan@example.org,971165962,Essalud,2020-09-14
66729903,Jeffrey,Welch,1949-07-07,F,hwilcox@example.com,968683267,Ninguno,2022-02-14
10268271,Melissa,Dalton,1958-11-04,F,jennifer24@example.org,955495669,SIS,2024-07-27
98291199,Jeffrey,Perkins,1982-01-30,F,jonathan80@example.net,953596313,Essalud,2021-03-10
15362606,Julie,Bonilla,1999-07-25,F,morrisjoel@example.org,997584906,Essalud,2020-06-18
85033669,Andrew,Williams,1959-10-09,F,dguzman@example.org,938732016,Privado,2021-06-21
47817125,Jesus,Peters,1944-04-30,F,achung@example.org,927280851,Privado,2020-06-19
69123349,Christopher,Cabrera,1986-07-05,F,debbie81@example.net,942008124,Essalud,2020-12-17
76606029,Deborah,Mcmillan,1989-12-05,M,davidgallagher@example.org,961368119,Privado,2023-03-23
92340685,Amy,Pugh,1994-03-18,F,imorris@example.com,986707547,Essalud,2024-04-29
29509773,Thomas,Levy,1967-06-11,M,afowler@example.net,988334979,Ninguno,2020-10-15
63942163,Michael,Sullivan,1969-02-23,F,coreyhenry@example.net,952511936,Privado,2023-02-16
93695151,Elizabeth,Jackson,1983-01-13,M,veronica73@example.net,981357339,Essalud,2021-06-22
51293975,Anita,Martinez,2004-04-29,F,smunoz@example.com,931392182,SIS,2025-03-04
36417321,Nicole,Harris,1956-06-18,M,teresayoung@example.org,933790988,SIS,2020-04-03
57889899,Teresa,Young,2004-05-12,F,marcia62@example.net,918143203,Essalud,2021-11-11
82509049,Elizabeth,Graves,1989-04-07,F,terryjohn@example.com,900812460,Essalud,2023-01-10
52682033,Jeanette,Jennings,1987-08-30,F,feliciatrujillo@example.org,900626689,Ninguno,2021-11-19
56901909,Brian,Ortiz,1990-11-28,M,reedbeth@example.com,995440175,Essalud,2021-04-23
35749158,Briana,Fisher,1976-08-28,M,valeriemartin@example.net,902278019,SIS,2022-12-18
97392063,Benjamin,Patrick,1973-11-01,M,robert66@example.org,936438553,SIS,2022-08-17
63599402,Brooke,Jones,1995-09-30,F,laurie55@example.com,933440608,Essalud,2021-11-24
18404483,Joseph,Lewis,1991-10-28,F,gbrady@example.org,968655595,Privado,2021-07-29
99130590,John,Silva,1956-09-18,M,mayersamuel@example.com,949630732,Ninguno,2023-09-11
17796595,Paul,Pearson,1990-10-21,F,coxkevin@example.org,934964897,Ninguno,2020-10-23
74235923,Jacob,Benton,1971-10-22,F,jordanchristine@example.org,913743625,SIS,2024-08-23
67754349,Stephanie,Atkins,1964-02-24,F,brittanyjackson@example.net,929900164,Privado,2025-05-02
21830467,Erin,Paul,1968-12-13,M,ogarcia@example.org,954674467,Ninguno,2023-11-18
11724049,Lauren,Graham,1952-04-08,M,alidavid@example.org,903757004,Ninguno,2021-06-30
